19694	119492
71504	121722
88644	102385
24981	166235
68154	147460
48908	114670
9765	126880
14375	189455
17551	172663
42355	196906
30798	117540
10612	151135
27836	154169
7717	138596
19711	173992
1603	194391
8264	186325
53092	124115
45185	197080
73613	182948
80835	171317
53256	147424
70258	129871
43264	103318
2174	143862
5767	136543
686	110805
38210	154181
7917	142465
22809	124137
5173	186614
83445	188213
72295	104651
77323	187014
59987	186248
26362	196592
23991	136512
32497	199403
54570	176710
23325	196228
43539	124251
7311	190144
53310	154906
3682	102223
51850	190192
87791	147770
11616	107443
76690	170393
70763	150439
91476	156813
41048	172178
81554	104760
63109	110043
80161	193170
29210	117762
53188	155547
17677	134585
76815	141413
16548	142941
26724	177444
34201	106996
4207	133032
12804	131365
84683	104078
46473	166407
86520	121703
99525	118737
10373	147768
87365	186970
18696	128385
7234	151592
6463	142411
32234	198881
86885	127713
17833	175423
46976	143062
28229	167932
20175	136706
83594	191750
25133	124782
50130	152012
41127	154520
43639	158302
13009	158022
71709	176343
10711	195528
18693	101776
32973	150904
30322	119931
11523	121493
30627	175256
93629	177731
51196	165337
80308	114085
57792	188984
452	116141
36542	152350
11978	107661
27274	114337
38838	184900
54726	163917
93378	191052
16514	158695
73413	160097
46530	104445
62336	143675
34677	165596
21315	169693
60318	189381
41258	178555
67720	164302
69611	105392
27206	165880
24722	175673
70718	117935
22901	117876
63884	136238
47491	175193
88554	177751
16767	126937
46459	178877
78011	166525
97352	130638
63521	174423
45161	166389
81175	160285
2739	112092
28528	109742
38616	109888
37191	158433
8155	166923
92955	199085
78431	176672
51537	110402
83827	190362
89496	160887
32074	174886
83236	194700
89159	134060
63777	166072
13385	100491
56753	143614
26334	140367
92417	189096
21402	110653
40433	188496
66918	118139
38397	111542
19924	140699
83538	140124
73516	175814
10123	132263
27459	103824
39395	182441
13612	158407
77010	137137
26999	123099
48382	162213
12412	134300
63553	172768
74355	147317
15030	111576
96124	124580
73241	189737
31012	169809
68874	192997
57371	125028
78321	196727
28945	103453
32574	153209
50170	150336
86250	187932
14716	144090
43614	182348
61639	197059
72544	129544
60885	131292
96319	137531
13824	122428
15988	140917
5726	133589
84165	197062
10401	104361
22026	193831
72010	156423
3838	177029
50289	174841
88332	120383
16647	154320
34831	127607
7931	119426
30506	184948
46020	172873
16658	111122
60946	140209
56181	111720
54907	102490
7857	110492
11303	156942
13866	160357
92148	131474
64892	131627
59504	183475
31929	118342
34518	135569
55194	145324
82433	106334
32515	116229
23406	161949
30503	120512
71432	149713
44934	112606
6762	117965
42738	144466
87872	177297
87014	136215
63426	188525
52457	176404
98051	195128
43488	165575
77770	121621
98688	155259
83604	141271
90568	162067
19132	190070
59837	129917
27976	119610
11164	141583
33292	163791
49985	152011
2836	113982
50233	179411
69968	180974
15598	140711
73011	145530
14795	121032
64954	107424
10943	176690
55411	180352
65709	198160
55532	159637
90556	119457
65016	107166
35188	185607
60452	117469
82840	131984
57922	155808
81915	153843
51634	138420
93835	130042
10290	160019
46853	122072
12902	110459
86895	125017
64628	138610
95545	143884
55915	198338
70497	188841
20868	124058
37504	179700
51450	173165
78044	169449
32527	184222
40885	104377
64420	179381
50815	115541
75999	150716
62043	180121
73942	159434
72794	131248
87139	151760
30831	188338
31835	104087
40197	147801
59715	165140
87359	155813
22427	168205
2260	160553
97116	199483
71373	136975
28120	122531
38978	123541
91633	198469
83591	144324
4273	162614
86646	160809
16763	113432
65127	180124
49672	160936
67852	121045
72891	197639
53947	177187
91273	158276
82943	154516
8591	122205
31021	122446
73457	142183
83163	184964
51383	135982
72298	150561
43296	132457
95434	125815
79020	143349
84933	158482
72065	171109
10783	107855
46754	147877
50578	112163
77230	193323
80903	141826
34480	142086
68215	152953
78276	186301
47647	160580
9666	144368
56251	194517
8466	158628
48366	194852
94326	189392
86136	133165
97516	153265
69699	113245
19107	113575
92938	111035
15765	134451
281	151556
43898	147699
70637	188307
52127	180646
61388	155860
19379	112352
47475	161350
59060	167247
23139	170540
3954	136498
41860	130059
98683	127394
83736	126208
637	101975
62291	118866
89606	128922
97840	110956
94069	145199
44100	171897
3585	194860
92278	171611
9824	124327
66367	169105
93931	146810
75744	192729
98005	175017
54125	166062
17137	150317
56338	141996
79877	103327
50962	136390
57039	183011
36527	116797
59064	112928
43481	145336
14565	173763
24505	130615
46066	198370
51616	196121
13239	143486
6028	145305
52801	173473
96969	176516
35475	164385
59182	161394
64514	161627
41769	158766
98977	174656
56531	180567
39481	134554
4833	112784
91053	189905
58642	156673
22994	102692
66973	154614
33092	185128
11333	124178
6608	157146
2551	131766
95537	161567
68828	103668
14219	160148
32750	146087
44553	126615
82179	192103
150	124100
72084	180732
80248	144229
68822	178365
51832	181695
42915	165050
62675	175854
42307	124049
74939	198441
63837	158807
95533	156881
85997	120683
14538	106721
35761	191814
20450	174565
70598	133778
26675	141028
