32838	550503
73264	553602
4327	629007
33812	593449
194869	663275
143925	598666
50875	574110
57203	627028
195393	536040
40697	580614
198114	649004
63386	570923
7878	660526
368621	699650
200639	539863
51019	585879
11670	654895
49743	556328
197855	646169
8258	623332
56262	554421
202110	570101
55294	533732
1828	602312
79669	572585
18690	589000
145980	532181
21309	561597
23881	605633
38466	587260
40324	562700
25801	658639
58475	551753
34827	569557
61498	558950
73874	536267
364398	682823
82265	601645
248243	663420
129694	551597
132508	646371
27468	606150
434601	685102
199268	644500
8063	530406
62606	560272
11826	658595
196618	558653
198324	612569
427653	686584
202188	530133
196320	526644
50380	605073
196424	630944
64056	647601
203393	628525
881	536124
40480	558707
90464	638516
33807	617705
61969	566744
134673	542752
6059	610017
120634	617714
60239	603155
176320	670641
38653	537739
201021	644505
58099	583135
467825	601724
195033	649678
201315	652884
61804	553392
96283	540599
202382	586826
24993	582589
201459	654048
9388	644134
55672	635933
50951	579839
243187	696633
60656	558227
151284	551019
99807	602222
21525	553583
429859	687066
9244	531915
436167	690830
27446	587701
9542	604455
48682	572359
194417	586465
14440	533695
92091	589610
71426	531083
78712	576612
22383	623492
198990	607948
52571	568654
203026	627913
434102	692153
78500	568485
193719	653304
136407	565616
40405	525862
45601	547387
61156	632285
68299	572097
69399	569128
54990	583703
195440	652587
18856	639398
196134	652006
77682	622477
56340	627258
365766	527855
6882	552935
315592	575929
99562	540586
24066	550063
355363	676602
194770	542033
151258	655294
76662	534274
56836	584192
65896	608919
31302	578840
30377	572604
11086	563662
39467	629539
8919	636782
355332	766036
33077	553226
3745	546982
52973	550634
7592	568921
43837	595338
44815	551960
146854	599124
29167	625795
42147	539147
15219	623242
55476	537111
149162	657263
62684	580272
17600	564569
225657	585170
462210	683263
38977	613757
33895	585942
33149	593387
45577	601549
19600	625967
121075	636760
50432	582967
200774	605700
160072	653340
30395	528664
9557	625787
50290	538732
302385	635524
269678	586161
194507	559316
32104	635219
56415	547247
65178	614407
28572	604116
115893	646536
49003	544692
70576	531823
224314	588636
46464	594273
369099	687134
212895	623718
43216	640618
63414	546173
39638	590890
60670	594467
39179	531856
6195	623172
123123	649640
44256	567689
53556	614297
8694	628767
132902	607381
21487	622196
43809	584418
435908	690305
53693	655609
63148	620248
196087	660844
31793	651820
203747	635172
51113	617342
427567	677777
58852	547657
193254	559896
5822	573652
135343	565781
131065	625365
49196	574411
34782	658944
198435	608388
190109	595078
9034	604459
203936	561934
59549	538363
365751	630423
128163	635360
193799	630967
55655	550751
39916	546482
30752	649347
193570	584846
77450	566409
50500	563549
20629	595076
32170	535513
51126	591188
16562	590166
31916	590243
75100	663201
95837	549478
81974	555814
203585	536189
53319	529455
48239	574730
26347	579189
31966	544693
490133	760487
88972	618109
53736	526235
63074	612242
323139	567828
54127	650225
2644	600935
38784	530616
155952	586665
61860	615908
16575	594013
4366	560773
373710	721599
23985	635998
54236	538199
44687	564318
55812	608032
194494	657635
195281	592344
43397	551052
55643	639023
94580	623917
77354	599601
32715	531819
130544	654117
34960	590777
43482	592038
521273	563014
211650	616353
197752	543376
11935	550775
429412	747170
22396	614614
226606	560949
10353	534953
169516	598107
58802	555198
16660	591699
19168	646869
201302	642782
84965	554829
202087	577979
7430	548141
369241	694555
58735	640264
36311	619351
28899	564123
4121	536627
34659	573631
435835	673099
8293	585917
61994	625859
196155	661864
202391	630927
27743	529611
40792	532126
143875	649723
31390	624343
215204	558434
52002	588994
42822	533214
49631	607972
59597	629783
200587	539827
41361	539223
453	575092
11121	591344
548	528106
166145	556615
124339	665637
32434	527016
44051	642811
77471	581121
11513	547824
22651	635037
57488	556463
71486	591598
169329	590327
127140	561133
13418	603103
368691	758187
4840	549621
62176	612530
199917	614911
203346	614707
122684	543193
121466	642441
76165	647827
50037	595980
197995	629591
15397	650230
107898	590131
24911	535981
44875	590694
237364	618514
70733	548084
426192	731998
354025	708460
282727	568850
122842	635350
19945	566146
40224	569125
30064	544954
89198	625870
60894	533519
1180	555891
365583	618535
11378	625550
66930	549497
6748	614053
47593	538100
34126	542156
36547	553902
224370	609969
44343	574835
56485	627134
151103	638438
53901	539982
197788	633662
117202	658461
113815	596471
369476	740075
52792	608982
370373	691009
63858	606961
328442	572129
30915	575725
101998	594133
195766	599476
80445	552507
328574	652512
14789	570283
44367	604178
32709	557209
18862	590628
143716	574155
16049	588630
4758	535167
58268	549997
101997	639048
136109	557062
49515	597999
369105	665488
54764	558735
30819	649223
104425	532920
194598	630703
110800	578218
57980	594336
199730	609570
26784	619691
14693	571170
74815	531168
370422	749193
71778	568002
61676	543526
54134	556108
947	532113
48031	546871
15152	606958
91300	659648
216973	534045
201254	563713
58035	538424
59604	557779
198102	624249
26051	553097
35506	624038
204006	620975
198454	582429
8832	565455
46188	616441
67218	554766
38025	561662
369117	690313
98703	659498
50365	621559
23827	563435
65489	533209
202120	636879
22085	571407
2168	539186
11850	656483
73519	556374
37356	549417
248195	761453
368712	727851
195954	596238
163968	656340
20573	594966
30928	527319
28705	530032
19891	589736
20566	629864
18449	626199
61244	592069
253393	537575
200221	571856
41139	550778
21647	527915
39646	598319
1288	556732
1579	583167
70037	539730
13496	589244
12834	573549
77474	598736
49900	584557
134668	619665
31370	543091
29728	567369
60864	615688
202940	594912
40102	572090
52730	545030
26377	616039
67007	577220
84890	590308
155914	624100
34834	551328
27236	528260
18107	547944
57435	549587
622	535277
31386	528715
49339	603895
19700	564387
187853	628619
7778	554872
510	616354
201169	598914
65576	583644
4318	597381
197629	637795
76440	560327
84474	588631
117085	617370
49345	594205
56614	538981
65911	649419
20465	630950
43916	570176
58493	537916
28904	531017
39118	533586
49312	542322
35835	532460
77788	539933
51302	623990
13902	550465
70324	662659
42195	548579
15851	585746
365012	717957
93593	549722
8925	539764
57814	603913
30456	577376
2607	558524
425585	581635
36400	572071
42335	611942
325840	624228
46114	526833
29883	584149
44693	537712
200281	621949
6832	616549
58057	610972
199920	626027
25432	632013
32774	588926
61454	527642
61889	589246
31322	529780
34428	566388
38625	533871
53447	544414
23247	652262
45570	611294
197844	625855
193608	637491
2000	562147
47293	592982
122533	598556
30158	573144
49449	638426
59945	600426
62873	630322
58570	663456
77190	578298
3124	639939
315368	642675
34457	551474
54495	665804
50312	591747
70889	610384
199864	571312
3484	550859
193260	607774
235994	546036
16727	604798
66298	620528
31002	531269
15099	585166
202790	535329
35157	629946
428846	650489
202532	579390
