1397	533092
1397	568488
193062	573698
193067	529231
193078	627788
193084	657914
193089	607063
166691	682393
68	530230
429329	603307
429389	764674
98902	531342
98902	599472
187	551227
187	591836
277	572875
368632	692998
331008	636442
10545	595156
9270	595426
35119	611780
5268	604924
71725	539427
67227	599726
58974	532165
31774	581995
367847	672751
359053	569882
3708	597236
50081	586376
140	529960
21672	533513
35332	598074
42087	643282
309	531901
2026	540084
427574	672504
128163	635360
428413	689677
8254	540027
77650	581545
997	606815
67029	594457
67029	558797
193099	651658
132478	645705
132478	582487
193103	636985
368227	753309
426773	750358
47599	604509
7089	558920
7089	581038
134770	645531
368207	677351
164119	564442
117	567840
1432	542442
22477	624561
152139	653607
193108	579803
193120	649582
193125	598757
66834	604788
65102	576402
29037	592907
78712	576612
19606	596950
39990	557767
52813	608146
23936	575530
53000	634415
19150	622359
34259	650076
11257	570050
193130	630776
193135	590178
39801	619077
50447	596411
54012	626979
56532	608442
73642	554147
10581	608041
69722	629097
193140	647181
19700	564387
25395	567666
78	612653
78	536124
16337	533200
234997	624133
193145	564041
122160	640809
278568	614256
31086	658621
13927	616489
139131	530939
145658	632016
19928	557118
8875	536104
39950	527532
42497	538143
53704	607996
60114	570410
45393	562285
28947	548409
41342	569042
368323	722778
193209	661938
193214	527075
35541	577001
29023	525894
31836	615442
369419	596126
2315	618642
31640	549461
58014	576007
60069	595257
227636	566825
433517	764891
193219	650403
364398	682823
70862	553396
70862	528325
70862	565688
186051	557561
193235	535394
276	643642
276	656901
276	598465
193240	634782
74238	571410
74238	569732
8063	530406
20786	554216
193249	626177
45969	561837
63238	558914
193245	659620
5262	621458
86502	664563
193260	607774
295	551009
193267	639318
193272	652816
193278	559464
76024	530462
193282	613058
38977	613757
11561	577408
11561	581297
193288	526325
11281	590196
78119	588326
6568	648810
166145	556615
193293	562190
193297	628033
98679	578540
193307	534189
28119	577933
1174	529836
1174	591588
80849	585750
251170	607496
71188	558920
71188	581038
84191	583501
186129	580426
117423	605048
186134	615903
11036	528249
17423	650692
12042	617670
344	623927
344	600935
132526	628119
9272	542942
50623	532422
338556	571284
48058	614664
193301	657786
